0 	 0
1 	 326520
2 	 1058143
3 	 253809
4 	 535775
5 	 184220
6 	 534599
7 	 180100
8 	 342648
9 	 142900
10 	 384112
11 	 133314
12 	 255293
13 	 142510
14 	 270150
15 	 115257
16 	 235315
17 	 93036
18 	 248359
19 	 92568
20 	 196947
21 	 66123
22 	 211024
23 	 68277
24 	 193700
25 	 72533
26 	 203275
27 	 64657
28 	 169248
29 	 53756
30 	 155651
31 	 53043
32 	 150033
33 	 53691
34 	 134301
35 	 48088
36 	 127357
37 	 42473
38 	 131663
39 	 40658
40 	 126342
41 	 27552
42 	 101685
43 	 22385
44 	 90523
45 	 19922
46 	 100580
47 	 21574
48 	 90796
49 	 16134
50 	 88957
51 	 12601
52 	 86584
53 	 18260
54 	 64031
55 	 15201
56 	 82264
57 	 12211
58 	 67422
59 	 9469
60 	 65579
61 	 12256
62 	 62469
63 	 8383
64 	 54953
65 	 8242
66 	 62578
67 	 5563
68 	 51222
69 	 5566
70 	 43101
71 	 2632
72 	 50927
73 	 7150
74 	 48166
75 	 4576
76 	 35673
77 	 2903
78 	 33185
79 	 3600
80 	 35624
81 	 995
82 	 25351
83 	 5021
84 	 21923
85 	 2874
86 	 32327
87 	 952
88 	 19327
89 	 3851
90 	 26308
91 	 868
92 	 26778
93 	 938
94 	 20310
95 	 497
96 	 20055
97 	 969
98 	 19228
99 	 991
